name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,Location,Color,Drivetrain
Honda Amaze,2014,420000,100000,Diesel,Individual,Manual,2,25.8,1498,98.6,200.0,5.0,Unknown,Others,Unknown
Maruti Alto,2007,130000,88700,Petrol,Individual,Manual,3,19.7,796,46.3,62.0,5.0,Unknown,Others,Unknown
Nissan Sunny,2012,320000,70000,Petrol,Individual,Manual,2,16.95,1498,97.7,134.0,5.0,Unknown,Others,Unknown
Maruti Alto,2016,310000,15000,Petrol,Individual,Manual,1,22.74,796,47.3,69.0,5.0,Unknown,Others,Unknown
Mahindra Verito,2012,200000,80000,Diesel,Individual,Manual,2,20.8,1461,65.0,160.0,5.0,Unknown,Others,Unknown
Maruti Ritz,2014,350000,50000,Petrol,Individual,Manual,1,18.5,1197,85.8,114.0,5.0,Unknown,Others,Unknown
Hyundai EON,2018,444000,15000,Petrol,Individual,Manual,1,21.1,814,55.2,74.5,5.0,Unknown,Others,Unknown
Datsun RediGO,2017,300000,25000,Petrol,Individual,Manual,1,22.7,799,53.64,72.0,5.0,Unknown,Others,Unknown
Mahindra Verito,2011,225000,57000,Diesel,Individual,Manual,2,21.0,1461,64.1,160.0,5.0,Unknown,Others,Unknown
Mahindra Bolero,2012,600000,75000,Diesel,Individual,Manual,1,15.96,2523,62.1,195.0,7.0,Unknown,Others,Unknown
Maruti Eeco,2013,260000,26000,Petrol,Individual,Manual,1,15.37,1196,73.0,101.0,5.0,Unknown,Others,Unknown
Hyundai Xcent,2015,375000,160000,Diesel,Individual,Manual,1,24.4,1120,71.01,180.4,5.0,Unknown,Others,Unknown
Maruti Alto,2010,150000,120000,Petrol,Individual,Manual,2,19.7,796,46.3,62.0,5.0,Unknown,Others,Unknown
Maruti Alto,2014,110000,50000,Petrol,Individual,Manual,2,19.7,796,46.3,62.0,5.0,Unknown,Others,Unknown
Maruti Alto,2012,225000,40000,Petrol,Individual,Manual,1,19.7,796,46.3,62.0,5.0,Unknown,Others,Unknown
Toyota Etios,2011,400000,90000,Diesel,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Esteem,2005,93000,120000,Petrol,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda City,2017,860000,28000,Petrol,Individual,Manual,1,17.8,1497,117.3,145.0,5.0,Unknown,Others,Unknown
Maruti Swift,2018,650000,50000,Diesel,Individual,Manual,1,28.4,1248,74.02,190.0,5.0,Unknown,Others,Unknown
Maruti Ertiga,2014,650000,90000,Diesel,Individual,Manual,1,20.77,1248,88.8,200.0,7.0,Unknown,Others,Unknown
Hyundai Verna,2016,710000,40000,Diesel,Individual,Manual,1,24.8,1396,88.7,219.7,5.0,Unknown,Others,Unknown
Ford Figo,2017,430000,113000,Diesel,Individual,Manual,1,25.83,1498,99.0,215.0,5.0,Unknown,Others,Unknown
Maruti Swift,2011,305000,188000,Diesel,Individual,Manual,2,17.8,1248,75.0,190.0,5.0,Unknown,Others,Unknown
Ford Figo,2011,220000,100000,Diesel,Individual,Manual,1,20.0,1399,68.0,160.0,5.0,Unknown,Others,Unknown
Tata Sumo,2010,150000,225000,Diesel,Individual,Manual,3,14.0,1948,90.0,190.0,9.0,Unknown,Others,Unknown
Mahindra TUV,2017,660000,67000,Diesel,Individual,Manual,2,18.49,1493,100.0,240.0,7.0,Unknown,Others,Unknown
Chevrolet Beat,2011,140000,70000,Diesel,Individual,Manual,4,25.44,936,57.6,150.0,5.0,Unknown,Others,Unknown
Toyota Corolla,2015,1100000,50000,Petrol,Individual,Manual,1,14.28,1798,138.03,173.0,5.0,Unknown,Others,Unknown
Jaguar XF,2013,2450000,60000,Diesel,Individual,Automatic,1,16.36,2179,187.7,450.0,5.0,Unknown,Others,Unknown
Volkswagen Ameo,2017,625000,34000,Diesel,Individual,Automatic,1,22.0,1498,108.495,250.0,5.0,Unknown,Others,Unknown
Hyundai Santro,2001,60000,71000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Wagon,2005,130000,140000,Petrol,Individual,Manual,2,18.9,998,67.1,90.0,5.0,Unknown,Others,Unknown
Honda City,2012,540000,100000,Petrol,Individual,Manual,2,16.8,1497,116.3,146.0,5.0,Unknown,Others,Unknown
Hyundai Grand,2017,550000,10000,Petrol,Individual,Automatic,1,18.9,1197,81.86,113.75,5.0,Unknown,Others,Unknown
Maruti Celerio,2018,475000,30000,Petrol,Individual,Manual,1,21.63,998,67.04,90.0,5.0,Unknown,Others,Unknown
Audi Q3,2017,2825000,22000,Diesel,Dealer,Automatic,1,15.73,1968,174.33,380.0,5.0,Unknown,Others,Unknown
Honda Civic,2020,2125000,5500,Diesel,Dealer,Manual,1,26.8,1597,118.0,300.0,5.0,Unknown,Others,Unknown
BMW X1,2018,3350000,18000,Diesel,Dealer,Automatic,1,19.62,1998,190.0,400.0,5.0,Unknown,Others,Unknown
Toyota Innova,2018,1800000,20000,Diesel,Dealer,Automatic,1,11.36,2755,171.5,360.0,8.0,Unknown,Others,Unknown
Hyundai Santro,2018,540000,7000,Petrol,Dealer,Manual,1,20.3,1086,68.0,99.0,5.0,Unknown,Others,Unknown
Force Gurkha,2018,910000,20000,Diesel,Dealer,Manual,1,17.0,2596,80.8,230.0,5.0,Unknown,Others,Unknown
Maruti Celerio,2019,484999,4875,Petrol,Dealer,Manual,1,21.63,998,67.04,90.0,5.0,Unknown,Others,Unknown
Hyundai Creta,2020,1950000,2700,Diesel,Dealer,Automatic,1,17.01,1582,126.2,259.9,5.0,Unknown,Others,Unknown
Maruti Vitara,2018,950000,58511,Diesel,Dealer,Manual,1,24.3,1248,88.5,200.0,5.0,Unknown,Others,Unknown
Ford Figo,2015,365000,105000,Diesel,Dealer,Manual,1,25.83,1498,99.0,215.0,5.0,Unknown,Others,Unknown
Mahindra Thar,2018,900000,26235,Diesel,Dealer,Manual,1,16.55,2498,105.0,247.0,6.0,Unknown,Others,Unknown
Tata Nexon,2017,919999,26766,Diesel,Dealer,Manual,1,21.5,1497,108.5,260.0,5.0,Unknown,Others,Unknown
MG Hector,2020,1900000,1600,Petrol,Dealer,Automatic,1,13.96,1451,141.0,250.0,5.0,Unknown,Others,Unknown
Mahindra Marazzo,2019,1075000,23000,Diesel,Dealer,Manual,1,17.3,1497,121.0,300.0,7.0,Unknown,Others,Unknown
Maruti Swift,2017,600000,24522,Petrol,Dealer,Manual,1,20.4,1197,81.8,113.0,5.0,Unknown,Others,Unknown
BMW 3,2017,3200000,13663,Diesel,Dealer,Automatic,1,22.69,1995,190.0,400.0,5.0,Unknown,Others,Unknown
Skoda Octavia,2019,2600000,11000,Diesel,Dealer,Automatic,1,19.3,1968,141.0,320.0,5.0,Unknown,Others,Unknown
Maruti Vitara,2016,839000,63000,Diesel,Dealer,Manual,1,24.3,1248,88.5,200.0,5.0,Unknown,Others,Unknown
Volkswagen Polo,2019,635000,2000,Petrol,Dealer,Manual,1,16.2,1199,74.0,110.0,5.0,Unknown,Others,Unknown
Mahindra Scorpio,2014,550000,300000,Diesel,Individual,Manual,3,12.05,2179,120.0,290.0,8.0,Unknown,Others,Unknown
Honda City,2015,650000,80000,Diesel,Individual,Manual,1,26.0,1498,98.6,200.0,5.0,Unknown,Others,Unknown
Honda Jazz,2011,350000,80000,Petrol,Individual,Manual,2,16.0,1198,90.0,110.0,5.0,Unknown,Others,Unknown
Maruti Alto,2015,265000,54000,Petrol,Individual,Manual,1,23.95,998,67.05,90.0,5.0,Unknown,Others,Unknown
Renault KWID,2018,330000,30000,Petrol,Individual,Manual,1,23.01,999,67.0,91.0,5.0,Unknown,Others,Unknown
Maruti Eeco,2019,395000,5000,Petrol,Individual,Manual,1,15.37,1196,73.0,101.0,7.0,Unknown,Others,Unknown
Mahindra TUV,2015,700000,58945,Diesel,Individual,Manual,1,18.49,1493,100.0,240.0,7.0,Unknown,Others,Unknown
Ford Figo,2012,300000,90000,Diesel,Individual,Manual,1,20.0,1399,68.0,160.0,5.0,Unknown,Others,Unknown
Maruti Ertiga,2013,625000,160000,Diesel,Individual,Manual,3,20.77,1248,88.76,200.0,7.0,Unknown,Others,Unknown
Volkswagen Polo,2014,425000,80000,Diesel,Individual,Manual,2,15.11,1598,103.6,250.0,5.0,Unknown,Others,Unknown
Maruti 800,2004,55000,50000,Petrol,Individual,Manual,3,16.1,796,37.0,59.0,4.0,Unknown,Others,Unknown
Tata Indigo,2015,250000,80000,Diesel,Individual,Manual,2,19.09,1405,69.01,135.0,5.0,Unknown,Others,Unknown
Mahindra Bolero,2015,459999,156975,Diesel,Individual,Manual,1,15.96,2523,62.1,195.0,9.0,Unknown,Others,Unknown
Toyota Corolla,2017,1594000,5000,Diesel,Individual,Manual,1,21.43,1364,86.79,205.0,5.0,Unknown,Others,Unknown
Chevrolet Sail,2014,300000,50000,Petrol,Individual,Manual,1,18.2,1199,82.4,108.5,5.0,Unknown,Others,Unknown
Ford EcoSport,2018,950000,27620,Diesel,Dealer,Manual,1,22.77,1498,98.59,205.0,5.0,Unknown,Others,Unknown
Mahindra Scorpio,2013,484999,120000,Diesel,Individual,Manual,1,12.05,2179,120.0,290.0,9.0,Unknown,Others,Unknown
Mahindra Xylo,2009,161000,120000,Diesel,Individual,Manual,3,14.0,2498,112.0,260.0,8.0,Unknown,Others,Unknown
Hyundai i20,2015,500000,58000,Petrol,Individual,Manual,1,17.19,1197,81.86,114.73,5.0,Unknown,Others,Unknown
Nissan Sunny,2012,350000,50000,Petrol,Individual,Manual,1,16.95,1498,97.7,134.0,5.0,Unknown,Others,Unknown
Maruti Ignis,2017,550000,40000,Petrol,Individual,Automatic,1,20.89,1197,81.8,113.0,5.0,Unknown,Others,Unknown
Honda WR-V,2018,850000,7800,Petrol,Individual,Manual,1,17.5,1199,88.7,110.0,5.0,Unknown,Others,Unknown
Ford Endeavour,2011,950000,68000,Diesel,Individual,Manual,1,13.1,2499,141.0,330.0,7.0,Unknown,Others,Unknown
Maruti Ertiga,2015,423000,60000,Petrol,Individual,Manual,2,16.02,1373,93.7,130.0,7.0,Unknown,Others,Unknown
Tata New,2011,350000,58000,Diesel,Individual,Manual,2,13.93,2179,138.1,320.0,7.0,Unknown,Others,Unknown
Maruti A-Star,2011,170000,70000,Petrol,Individual,Manual,3,19.0,998,66.1,90.0,5.0,Unknown,Others,Unknown
Ford Figo,2015,450000,70000,Petrol,Individual,Manual,1,18.16,1196,86.8,112.0,5.0,Unknown,Others,Unknown
Hyundai i10,2009,150000,110000,Petrol,Individual,Manual,2,20.36,1197,78.9,111.7,5.0,Unknown,Others,Unknown
Hyundai Santro,2002,75000,80000,Petrol,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i20,2016,511000,80000,Diesel,Individual,Manual,1,22.54,1396,88.73,219.7,5.0,Unknown,Others,Unknown
Maruti Ertiga,2018,850000,59000,Diesel,Individual,Manual,1,24.2,1498,93.87,225.0,7.0,Unknown,Others,Unknown
Tata Indica,2018,250000,110000,Diesel,Individual,Manual,1,25.0,1396,69.0,140.0,5.0,Unknown,Others,Unknown
Maruti Celerio,2020,420000,25000,Petrol,Individual,Manual,1,21.63,998,67.04,90.0,5.0,Unknown,Others,Unknown
Maruti Alto,2014,180000,55000,Petrol,Individual,Manual,1,22.74,796,47.3,69.0,5.0,Unknown,Others,Unknown
Maruti Celerio,2015,400000,25000,Diesel,Individual,Manual,1,27.62,793,47.0,125.0,5.0,Unknown,Others,Unknown
Mahindra Xylo,2009,150000,300000,Diesel,Individual,Manual,1,14.0,2498,112.0,260.0,7.0,Unknown,Others,Unknown
Ford Figo,2016,500000,143200,Diesel,Individual,Manual,1,25.83,1498,99.0,215.0,5.0,Unknown,Others,Unknown
Jeep Compass,2017,1689999,60000,Diesel,Individual,Manual,1,17.1,1956,170.0,350.0,5.0,Unknown,Others,Unknown
Nissan Micra,2012,204999,120000,Diesel,Individual,Manual,1,23.08,1461,63.1,160.0,5.0,Unknown,Others,Unknown
Maruti Ciaz,2014,459999,145000,Diesel,Individual,Manual,2,26.21,1248,88.5,200.0,5.0,Unknown,Others,Unknown
Hyundai i20,2017,600000,30000,Petrol,Individual,Manual,1,18.6,1197,81.83,114.7,5.0,Unknown,Others,Unknown
Hyundai Grand,2019,585000,8000,Petrol,Individual,Manual,1,18.9,1197,81.86,113.75,5.0,Unknown,Others,Unknown
Ford Endeavour,2012,551000,170000,Diesel,Individual,Manual,1,13.1,2499,141.0,330.0,7.0,Unknown,Others,Unknown
Maruti Swift,2013,525000,100000,Diesel,Individual,Manual,1,23.4,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra XUV500,2014,825000,110000,Diesel,Individual,Manual,1,15.1,2179,140.0,330.0,7.0,Unknown,Others,Unknown
Hyundai Santro,2007,127000,137000,CNG,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Tavera,2015,600000,80000,Diesel,Individual,Manual,2,13.58,2499,72.4,171.0,9.0,Unknown,Others,Unknown
Maruti Zen,2002,65000,80000,Petrol,Individual,Manual,2,17.3,993,60.0,78.0,5.0,Unknown,Others,Unknown
Maruti Swift,2013,550000,100000,Diesel,Individual,Manual,1,23.4,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra Bolero,2015,650000,120000,Diesel,Individual,Manual,1,15.96,2523,63.0,180.0,9.0,Unknown,Others,Unknown
Maruti Swift,2019,750000,24000,Diesel,Individual,Manual,1,28.4,1248,74.02,190.0,5.0,Unknown,Others,Unknown
Mahindra KUV,2017,380000,80000,Diesel,Individual,Manual,1,25.32,1198,77.0,190.0,6.0,Unknown,Others,Unknown
Hyundai Verna,2012,400000,138000,Diesel,Individual,Manual,1,22.32,1582,126.32,259.8,5.0,Unknown,Others,Unknown
Maruti Wagon,2003,50000,147000,Petrol,Individual,Manual,4,18.9,998,67.1,90.0,5.0,Unknown,Others,Unknown
Mahindra TUV,2017,750000,60000,Diesel,Individual,Manual,1,18.49,1493,100.0,240.0,7.0,Unknown,Others,Unknown
Chevrolet Spark,2011,150000,80000,Petrol,Individual,Manual,1,18.0,995,62.0,90.3,5.0,Unknown,Others,Unknown
Maruti Alto,2016,245000,50000,Petrol,Individual,Manual,1,22.74,796,47.3,69.0,5.0,Unknown,Others,Unknown
Tata Manza,2013,260000,189000,Diesel,Individual,Manual,1,21.02,1248,88.76,200.0,5.0,Unknown,Others,Unknown
Volkswagen Vento,2014,411000,90000,Diesel,Individual,Automatic,2,21.21,1498,103.2,250.0,5.0,Unknown,Others,Unknown
Hyundai i20,2014,450000,56000,Diesel,Individual,Manual,1,21.9,1396,88.76,219.6,5.0,Unknown,Others,Unknown
BMW 3,2012,1300000,140000,Diesel,Individual,Automatic,2,18.88,1995,184.0,380.0,5.0,Unknown,Others,Unknown
Maruti Celerio,2016,351000,60000,Petrol,Individual,Manual,1,23.1,998,67.04,90.0,5.0,Unknown,Others,Unknown
Mahindra XUV500,2012,550000,130000,Diesel,Individual,Manual,1,15.1,2179,140.0,330.0,7.0,Unknown,Others,Unknown
BMW 3,2013,1300000,140000,Diesel,Individual,Automatic,2,18.88,1995,184.0,380.0,5.0,Unknown,Others,Unknown
Nissan Terrano,2016,750000,35000,Diesel,Individual,Manual,1,20.45,1461,83.8,200.0,5.0,Unknown,Others,Unknown
Nissan Terrano,2015,800000,35000,Diesel,Individual,Manual,1,20.45,1461,83.8,200.0,5.0,Unknown,Others,Unknown
Tata New,2011,350000,156000,Diesel,Individual,Manual,1,11.57,2179,138.1,320.0,7.0,Unknown,Others,Unknown
Maruti Alto,2013,200000,90000,Petrol,Individual,Manual,1,22.74,796,47.3,69.0,5.0,Unknown,Others,Unknown
Nissan Terrano,2016,800000,36000,Diesel,Individual,Manual,1,19.01,1461,108.5,248.0,5.0,Unknown,Others,Unknown
Hyundai EON,2017,350000,20000,Petrol,Individual,Manual,2,21.1,814,55.2,74.5,5.0,Unknown,Others,Unknown
Tata New,2011,350000,160000,Diesel,Individual,Manual,1,13.93,2179,138.0,320.0,7.0,Unknown,Others,Unknown
Tata Indica,2010,170000,110000,Diesel,Individual,Manual,2,17.0,1405,71.0,135.0,5.0,Unknown,Others,Unknown
Renault KWID,2018,395000,10800,Petrol,Individual,Manual,1,25.17,799,53.3,72.0,5.0,Unknown,Others,Unknown
Mahindra Bolero,2012,450000,120000,Diesel,Individual,Manual,1,15.96,2523,62.1,195.0,7.0,Unknown,Others,Unknown
Maruti Ignis,2019,500000,15000,Petrol,Individual,Manual,1,20.89,1197,81.8,113.0,5.0,Unknown,Others,Unknown
Tata Sumo,2012,200000,67500,Diesel,Individual,Manual,1,12.2,1948,68.0,115.0,10.0,Unknown,Others,Unknown
Tata Hexa,2017,1200000,30000,Diesel,Individual,Manual,1,17.6,2179,153.86,400.0,7.0,Unknown,Others,Unknown
Mahindra KUV,2016,400000,50000,Diesel,Individual,Manual,1,25.32,1198,77.0,190.0,6.0,Unknown,Others,Unknown
Mahindra TUV,2016,650000,100000,Diesel,Individual,Manual,1,18.49,1493,100.0,240.0,7.0,Unknown,Others,Unknown
Mahindra Bolero,2016,550000,150000,Diesel,Individual,Manual,1,15.96,2523,63.0,180.0,9.0,Unknown,Others,Unknown
Mahindra XUV500,2015,1100000,110000,Diesel,Individual,Manual,1,16.0,2179,140.0,330.0,7.0,Unknown,Others,Unknown
Maruti Alto,2012,254999,30000,Petrol,Individual,Manual,1,22.74,796,47.3,69.0,5.0,Unknown,Others,Unknown
Maruti Alto,2011,180000,60000,Petrol,Individual,Manual,1,19.7,796,46.3,62.0,5.0,Unknown,Others,Unknown
Mahindra Xylo,2010,160000,255000,Diesel,Individual,Manual,2,13.0,2489,95.0,220.0,8.0,Unknown,Others,Unknown
Chevrolet Optra,2008,225000,120000,Diesel,Individual,Manual,2,16.52,1991,123.7,305.0,5.0,Unknown,Others,Unknown
Maruti Alto,2015,270000,49900,Petrol,Individual,Manual,2,22.74,796,47.3,69.0,5.0,Unknown,Others,Unknown
Tata Manza,2012,310000,86000,Diesel,Individual,Manual,1,21.12,1248,88.8,200.0,5.0,Unknown,Others,Unknown
Datsun GO,2015,225000,71850,Petrol,Individual,Manual,1,20.63,1198,67.0,104.0,5.0,Unknown,Others,Unknown
Fiat Grande,2015,300000,95000,Diesel,Individual,Manual,3,21.2,1248,75.0,197.0,5.0,Unknown,Others,Unknown
Maruti Swift,2008,250000,70000,Petrol,Individual,Manual,4,17.5,1298,85.8,114.0,5.0,Unknown,Others,Unknown
Hyundai EON,2011,180000,35000,Petrol,Individual,Manual,1,21.1,814,55.2,74.5,5.0,Unknown,Others,Unknown
Maruti Swift,2015,550000,50000,Petrol,Individual,Manual,1,20.85,1197,83.14,115.0,5.0,Unknown,Others,Unknown
Mahindra Bolero,2007,300000,120000,Diesel,Individual,Manual,3,13.6,2523,63.0,180.0,7.0,Unknown,Others,Unknown
Hyundai Elantra,2015,900000,145000,Diesel,Individual,Manual,1,22.7,1582,126.2,259.88,5.0,Unknown,Others,Unknown
Tata Sumo,2012,254999,190000,Diesel,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra XUV500,2018,1530000,40000,Diesel,Individual,Manual,1,16.0,2179,138.0,330.0,7.0,Unknown,Others,Unknown
Maruti Baleno,2015,590000,110000,Diesel,Individual,Manual,1,27.39,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Audi A3,2017,2600000,70000,Diesel,Individual,Automatic,1,20.38,1968,143.0,320.0,5.0,Unknown,Others,Unknown
Maruti Ritz,2016,475000,110000,Diesel,Individual,Manual,1,23.2,1248,73.94,190.0,5.0,Unknown,Others,Unknown
Hyundai Grand,2018,700000,29000,Diesel,Individual,Manual,1,24.0,1186,73.97,190.24,5.0,Unknown,Others,Unknown
Maruti Wagon,2011,376000,60000,Petrol,Individual,Manual,1,18.9,998,67.1,90.0,5.0,Unknown,Others,Unknown
Hyundai Santro,2002,100000,120000,Petrol,Individual,Manual,4,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti 800,2004,75000,46000,Petrol,Individual,Manual,4,16.1,796,37.0,59.0,4.0,Unknown,Others,Unknown
Mahindra Scorpio,2012,440000,120000,Diesel,Individual,Automatic,3,11.79,2179,120.0,290.0,8.0,Unknown,Others,Unknown
Maruti Wagon,2016,390000,80000,Petrol,Individual,Manual,1,20.51,998,67.04,90.0,5.0,Unknown,Others,Unknown
Mahindra Bolero,2012,325000,110000,Diesel,Individual,Manual,2,15.96,2523,62.1,195.0,7.0,Unknown,Others,Unknown
Maruti Alto,2010,170000,75000,Petrol,Individual,Manual,2,19.7,796,46.3,62.0,5.0,Unknown,Others,Unknown
Maruti Swift,2010,215000,120000,Diesel,Individual,Manual,3,19.3,1248,73.9,190.0,5.0,Unknown,Others,Unknown
Honda City,2010,350000,110000,Petrol,Individual,Manual,3,17.0,1497,118.0,146.0,5.0,Unknown,Others,Unknown
Chevrolet Spark,2009,80000,80000,Petrol,Individual,Manual,4,18.0,995,62.0,90.3,5.0,Unknown,Others,Unknown
Hyundai EON,2012,195000,80000,Petrol,Individual,Manual,2,21.1,814,55.2,74.5,5.0,Unknown,Others,Unknown
Maruti Swift,2011,280000,85000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Nissan Sunny,2014,335000,71000,Diesel,Dealer,Manual,1,21.64,1461,84.8,200.0,5.0,Unknown,Others,Unknown
Mahindra XUV500,2011,475000,108000,Diesel,Dealer,Manual,1,16.0,2179,140.0,330.0,7.0,Unknown,Others,Unknown
Renault Duster,2015,484999,75000,Diesel,Dealer,Manual,1,19.87,1461,83.8,200.0,5.0,Unknown,Others,Unknown
Maruti Ciaz,2018,650000,22000,Petrol,Individual,Manual,2,21.56,1462,103.25,138.0,5.0,Unknown,Others,Unknown
Audi Q5,2014,1850000,76131,Diesel,Individual,Automatic,1,13.22,2967,241.4,580.0,5.0,Unknown,Others,Unknown
Hyundai i20,2018,700000,30000,Petrol,Individual,Manual,2,18.6,1197,81.83,114.7,5.0,Unknown,Others,Unknown
Audi Q7,2014,3000000,65000,Diesel,Individual,Automatic,1,12.07,2967,241.4,550.0,7.0,Unknown,Others,Unknown
Mahindra Scorpio,2018,900000,60000,Diesel,Individual,Manual,1,15.4,2523,75.0,200.0,7.0,Unknown,Others,Unknown
Volkswagen Polo,2013,350000,80000,Diesel,Individual,Manual,1,22.07,1199,73.9,180.0,5.0,Unknown,Others,Unknown
Honda Accord,2005,285000,80000,Petrol,Individual,Automatic,2,9.0,2997,218.0,196.0,5.0,Unknown,Others,Unknown
Audi Q7,2012,1850000,70000,Diesel,Individual,Automatic,1,12.07,2967,241.4,550.0,7.0,Unknown,Others,Unknown
Maruti Vitara,2017,750000,51777,Diesel,Dealer,Manual,1,24.3,1248,88.5,200.0,5.0,Unknown,Others,Unknown
Land Rover,2013,1650000,64788,Diesel,Dealer,Automatic,1,18.9,2179,115.0,400.0,5.0,Unknown,Others,Unknown
Honda Amaze,2018,600000,20000,Petrol,Individual,Manual,1,19.5,1199,88.76,110.0,5.0,Unknown,Others,Unknown
Volkswagen Polo,2018,565000,19000,Petrol,Individual,Manual,1,18.78,999,75.0,95.0,5.0,Unknown,Others,Unknown
Daewoo Matiz,2000,86000,46951,Petrol,Individual,Manual,1,18.5,796,53.0,71.0,5.0,Unknown,Others,Unknown
Datsun GO,2016,329000,19000,Petrol,Individual,Manual,1,20.63,1198,67.0,104.0,5.0,Unknown,Others,Unknown
Ford EcoSport,2016,650000,50000,Diesel,Individual,Manual,1,22.77,1498,98.59,205.0,5.0,Unknown,Others,Unknown
Hyundai Creta,2015,822000,60000,Diesel,Individual,Manual,1,19.67,1582,126.2,259.9,5.0,Unknown,Others,Unknown
Renault Duster,2013,345000,100000,Diesel,Individual,Manual,2,19.01,1461,108.45,248.0,5.0,Unknown,Others,Unknown
Maruti Zen,2001,30000,10000,Petrol,Individual,Manual,1,17.3,993,60.0,78.0,5.0,Unknown,Others,Unknown
Maruti Swift,2012,330000,50000,Diesel,Individual,Manual,2,22.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Wagon,2014,300000,74537,Petrol,Individual,Manual,2,20.51,998,67.04,90.0,5.0,Unknown,Others,Unknown
Maruti SX4,2009,200000,90000,Petrol,Individual,Automatic,2,12.6,1586,103.3,145.0,5.0,Unknown,Others,Unknown
Tata Indica,2012,200000,80000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Spark,2010,90000,70000,Petrol,Individual,Manual,2,18.0,995,62.0,90.3,5.0,Unknown,Others,Unknown
Maruti Wagon,2010,200000,80000,Petrol,Individual,Manual,2,18.9,1061,67.0,84.0,5.0,Unknown,Others,Unknown
Hyundai Xcent,2016,550000,35000,Diesel,Individual,Manual,1,24.4,1120,71.0,180.4,5.0,Unknown,Others,Unknown
Chevrolet Beat,2015,250000,23500,Petrol,Individual,Manual,1,18.6,1199,76.8,106.5,5.0,Unknown,Others,Unknown
Honda City,2017,975000,82000,Diesel,Individual,Manual,1,25.6,1498,97.9,200.0,5.0,Unknown,Others,Unknown
Toyota Innova,2014,900000,100000,Diesel,Individual,Manual,2,12.99,2494,100.6,200.0,8.0,Unknown,Others,Unknown
Hyundai i20,2018,610000,15000,Petrol,Individual,Manual,1,18.6,1197,81.83,114.7,5.0,Unknown,Others,Unknown
Maruti Baleno,2017,620000,30000,Diesel,Individual,Manual,1,27.39,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Grand,2016,400000,30000,Petrol,Individual,Manual,1,18.9,1197,82.0,114.0,5.0,Unknown,Others,Unknown
Maruti Celerio,2019,500000,11000,Petrol,Individual,Manual,1,21.63,998,67.0,90.0,5.0,Unknown,Others,Unknown
Datsun GO,2017,200000,140000,Petrol,Individual,Manual,1,19.02,1198,67.05,104.0,7.0,Unknown,Others,Unknown
Tata Zest,2016,360000,110000,Diesel,Individual,Manual,1,23.0,1248,88.7,200.0,5.0,Unknown,Others,Unknown
Maruti Alto,2012,252000,48000,Petrol,Individual,Manual,1,20.92,998,67.1,90.0,5.0,Unknown,Others,Unknown
Maruti Swift,2012,280000,70000,Diesel,Individual,Manual,2,22.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2018,509999,70000,Petrol,Individual,Manual,2,22.0,1197,81.8,113.0,5.0,Unknown,Others,Unknown
Mahindra Scorpio,2016,1050000,58000,Diesel,Individual,Manual,1,15.4,1997,120.0,280.0,7.0,Unknown,Others,Unknown
Maruti Zen,2005,60000,90000,Petrol,Individual,Manual,2,17.3,993,60.0,78.0,5.0,Unknown,Others,Unknown
Mahindra Xylo,2010,320000,40000,Diesel,Individual,Manual,2,14.0,2498,112.0,260.0,7.0,Unknown,Others,Unknown
Mahindra Scorpio,2013,520000,110000,Diesel,Individual,Manual,1,12.05,2179,120.0,290.0,9.0,Unknown,Others,Unknown
Tata New,2007,250000,80000,Diesel,Individual,Manual,2,11.57,2179,138.1,320.0,7.0,Unknown,Others,Unknown
Maruti Vitara,2017,725000,60000,Diesel,Individual,Manual,1,24.3,1248,88.5,200.0,5.0,Unknown,Others,Unknown
Mahindra Bolero,2015,585000,50000,Diesel,Individual,Manual,1,15.96,2523,62.1,195.0,7.0,Unknown,Others,Unknown
Tata Tiago,2017,430000,25000,Petrol,Individual,Manual,1,23.84,1199,84.0,114.0,5.0,Unknown,Others,Unknown
Maruti Swift,2011,235000,100000,Diesel,Individual,Manual,2,22.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
